Movie Name,Storyline,Cleaned_Storyline
Justice,"A discharged police officer is given a chance to regain his former life by capturing a bank robbery crew. Teaming up with a young policewoman, the ex-cop must act swiftly before the heist draws unwanted scrutiny from the new authorities.",discharged police officer given chance regain former life capturing bank robbery crew teaming young policewoman ex cop must act swiftly heist draws unwanted scrutiny new authorities
"Love, Divided",Valentina is a young pianist starting over. Her neighbor David is an inventor who hates noise. And a paper-thin wall is about to become their matchmaker.,valentina young pianist starting neighbor david inventor hates noise paper thin wall become matchmaker
My Hero Academia: You're Next,"Deku, Bakugo, Todoroki and the rest of U.A. High Class 1-A must face off against Dark Might and the obscure crime organisation under his control, the Gollini Family.",deku bakugo todoroki rest high class must face dark might obscure crime organisation control gollini family
The Trail,"A young woman embarks on a remote hiking trail in the Alps to cope with a trauma. In the midst of the rustic landscape, she is now not only confronted with her own fears, but also has to face an alien threat.",young woman embarks remote hiking trail alps cope trauma midst rustic landscape confronted fears also face alien threat
Head South,"In 1979, Angus, with his father's support, discovers the underground post-punk music scene in Christchurch, New Zealand, overcoming self-doubt, derision, and a family tragedy to perform.",angus father support discovers underground post punk music scene christchurch new zealand overcoming self doubt derision family tragedy perform
In Waves and War,Highly decorated Navy SEAL Marcus Capone struggles with PTSD after returning from Afghanistan. His wife finds hope in psychedelic therapy. They embark on providing access to this treatment for other veterans battling mental health issues.,highly decorated navy seal marcus capone struggles ptsd returning afghanistan wife finds hope psychedelic therapy embark providing access treatment veterans battling mental health issues
Off the Record,"LA musician Astor Grey seems to have it all - true love, a big break, and a hot rock star boyfriend - but in the cutthroat music industry, success and love come at a cost, and nothing is as perfect as it seems.",la musician astor grey seems true love big break hot rock star boyfriend cutthroat music industry success love come cost nothing perfect seems
Paradox Effect,"An ex junkie witnesses a murder. She is forced to cooperate with the killer to save her daughter's life. She must fight time, the police and criminal underworld to save the only person who means something to her.",ex junkie witnesses murder forced cooperate killer save daughter life must fight time police criminal underworld save person means something
American Dream: The 21 Savage Story,Follows 21 Savage's journey from UK birth to US upbringing where he conquers adversity like poverty and crime to attain success in rap music.,follows savage journey uk birth us upbringing conquers adversity like poverty crime attain success rap music
Amaran,"The life of Major Mukund Varadarajan and is set against the backdrop of the Qazipathri Operation in Shopian, Kashmir, which took place back in 2014.",life major mukund varadarajan set backdrop qazipathri operation shopian kashmir took place back
The Inheritance,"A billionaire on the eve of his 75th birthday, invites his estranged children back home out of fear that tonight someone or something is going to kill him. He puts each of their inheritances on the line, to make sure they'll help.",billionaire eve th birthday invites estranged children back home fear tonight someone something going kill puts inheritances line make sure help
Avicii - I'm Tim,"This is the story of Tim Bergling, a shy and insecure boy who, without realizing it, suddenly created one of the world's most loved artists - Avicii.",story tim bergling shy insecure boy without realizing suddenly created one world loved artists avicii
Dahomey,"The journey of 26 plundered royal treasures from the Kingdom of Dahomey exhibited in Paris, now being returned to Benin. Diop artistically voices a new generation's demands.",journey plundered royal treasures kingdom dahomey exhibited paris returned benin diop artistically voices new generation demands
Here Now,Sophie a young Californian traveling in Italy on her vacation with her sister. She meets Giulio and his group of friends with whom she spends the most terrifying night of her life.,sophie young californian traveling italy vacation sister meets giulio group friends spends terrifying night life
The Fire Inside,Claressa Shields becomes the first American woman to win a gold medal only to learn that not all dreams are created equal.,claressa shields becomes first american woman win gold medal learn dreams created equal
